"date","sim","obs"
2007-02-16,61.42,46.15645994496
2007-02-17,57.41,44.74061761536
2007-02-18,53.61,44.17428068352
2007-02-19,50.79,44.17428068352
2007-02-20,47.92,43.32477528576
2007-02-21,46.34,42.19210142208
2007-02-22,42.87,42.475269888
2007-02-23,40.43,43.60794375168
2007-02-24,37.83,44.17428068352
2007-02-25,36.33,42.475269888
2007-02-26,34.86,39.92675369472
2007-02-27,33.99,36.8119005696
2007-02-28,32.01,34.54655284224
2007-03-01,55.44,33.9802159104
2007-03-02,70.43,36.8119005696
2007-03-03,75.11,39.07724829696
2007-03-04,73.43,41.0594275584
2007-03-05,70.04,42.75843835392
2007-03-06,64.97,46.7227968768
2007-03-07,59.6,53.51884005888
2007-03-08,54.35,58.33270397952
2007-03-09,49.48,94.01193068544
2007-03-10,47.06,187.45752443904
2007-03-11,45.25,182.07732358656
2007-03-12,43.17,142.71690682368
2007-03-13,39.9,113.267386368
2007-03-14,36.8,92.31291988992
2007-03-15,36.2,75.0396434688
2007-03-16,37.03,61.16438863872
2007-03-17,36.74,52.95250312704
2007-03-18,35.55,46.43962841088
2007-03-19,33.9,41.0594275584
2007-03-20,32.24,37.66140596736
2007-03-21,29.45,35.96239517184
2007-03-22,27.88,34.82972130816
2007-03-23,25.91,33.69704744448
2007-03-24,23.57,32.5643735808
2007-03-25,21.03,31.1485312512
2007-03-26,18.4,29.7326889216
2007-03-27,17.18,27.637242273792
2007-03-28,15.89,25.34357769984
2007-03-29,14.12,23.3613984384
2007-03-30,13.66,21.577437103104
2007-03-31,14,20.076644233728
2007-04-01,13.05,18.887336676864
2007-04-02,12.69,17.867930199552
2007-04-03,11.32,17.018424801792
2007-04-04,9.677,16.310503636992
2007-04-05,8.548,15.687533011968
2007-04-06,8.076,15.14951292672
2007-04-07,7.657,14.696443381248
2007-04-08,7.722,14.356641222144
2007-04-09,8.359,14.130106449408
2007-04-10,8.287,13.87525483008
2007-04-11,8.09,13.59208636416
2007-04-12,7.201,13.252284205056
2007-04-13,6.409,13.02574943232
2007-04-14,7.604,12.629313580032
2007-04-15,10.15,15.772483551744
2007-04-16,12.02,32.84754204672
2007-04-17,11.78,46.43962841088
2007-04-18,10.89,41.0594275584
2007-04-19,9.282,38.2277428992
2007-04-20,7.815,42.19210142208
2007-04-21,6.368,45.3069545472
2007-04-22,5.041,44.17428068352
2007-04-23,4.066,40.77625909248
2007-04-24,3.133,35.96239517184
2007-04-25,2.449,30.29902585344
2007-04-26,1.861,24.324171222528
2007-04-27,1.391,19.340406222336
2007-04-28,1.065,16.310503636992
2007-04-29,0.7214,14.639809688064
2007-04-30,0.6005,13.535452670976
2007-05-01,0.4158,12.629313580032
2007-05-02,0.223,11.949709261824
2007-05-03,0.1324,11.440006023168
2007-05-04,0.05071,10.986936477696
2007-05-05,0.01024,11.015253324288
2007-05-06,0.005221,10.562183778816
2007-05-07,0,9.854262614016
2007-05-08,0,9.457826761728
2007-05-09,0,9.174658295808
2007-05-10,0,9.033074062848
2007-05-11,0,8.77822244352
2007-05-12,0,8.580004517376
2007-05-13,0,8.466737131008
2007-05-14,0,8.381786591232
2007-05-15,0,8.580004517376
2007-05-16,0,9.372876221952
2007-05-17,0,9.429509915136
2007-05-18,0,8.976440369664
2007-05-19,0,8.749905596928
2007-05-20,0,8.806539290112
2007-05-21,0,8.551687670784
2007-05-22,0,7.815449659392
2007-05-23,0,7.135845341184
2007-05-24,0,6.739409488896
2007-05-25,0,6.399607329792
2007-05-26,0,6.003171477504
2007-05-27,0,5.550101932032
2007-05-28,0,5.068715539968
2007-05-29,0,4.842180767232
2007-05-30,0,4.587329147904
2007-05-31,0,4.502378608128
2007-06-01,0,4.2475269888
2007-06-02,7.731,4.360794375168
2007-06-03,26.39,7.673865426432
2007-06-04,35.29,17.867930199552
2007-06-05,33.24,32.5643735808
2007-06-06,27.07,27.410707501056
2007-06-07,20.54,22.257041421312
2007-06-08,15.22,25.230310313472
2007-06-09,10.91,31.1485312512
2007-06-10,8.05,33.9802159104
2007-06-11,6.412,34.54655284224
2007-06-12,5.71,31.1485312512
2007-06-13,4.937,23.446348978176
2007-06-14,4.354,18.094464972288
2007-06-15,3.935,15.659216165376
2007-06-16,3.451,15.177829773312
2007-06-17,2.989,14.72476022784
2007-06-18,2.422,13.4505021312
2007-06-19,1.961,12.17624403456
2007-06-20,1.964,11.128520710656
2007-06-21,1.733,10.19406477312
2007-06-22,1.435,9.429509915136
2007-06-23,1.171,8.63663821056
2007-06-24,0.841,7.985350738944
2007-06-25,0.5743,7.390696960512
2007-06-26,0.353,6.852676875264
2007-06-27,0.2382,6.314656790016
2007-06-28,0.1077,5.6633693184
2007-06-29,0.07839,5.153666079744
2007-06-30,0.3453,4.81386392064
2007-07-01,2.7,4.502378608128
2007-07-02,7.356,4.502378608128
2007-07-03,11.84,4.81386392064
2007-07-04,13.27,5.776636704768
2007-07-05,12.88,7.334063267328
2007-07-06,11.24,8.438420284416
2007-07-07,9.433,8.948123523072
2007-07-08,9.577,9.033074062848
2007-07-09,9.607,8.466737131008
2007-07-10,8.816,8.013667585536
2007-07-11,9.313,7.7871328128
2007-07-12,9.141,8.07030127872
2007-07-13,8.525,8.325152898048
2007-07-14,8.145,8.466737131008
2007-07-15,7.439,8.296836051456
2007-07-16,6.644,7.617231733248
2007-07-17,5.825,7.617231733248
2007-07-18,5.093,8.126934971904
2007-07-19,4.747,7.92871704576
2007-07-20,4.116,7.192479034368
2007-07-21,3.776,6.484557869568
2007-07-22,3.488,5.720003011584
2007-07-23,2.944,5.125349233152
2007-07-24,2.525,4.67227968768
2007-07-25,2.429,4.38911122176
2007-07-26,2.413,4.077625909248
2007-07-27,2.176,3.68119005696
2007-07-28,4.924,3.369704744448
2007-07-29,11.38,3.482972130816
2007-07-30,16.48,3.851091136512
2007-07-31,18.55,4.219210142208
2007-08-01,17.78,5.38020085248
2007-08-02,15.74,7.334063267328
2007-08-03,13.01,8.523370824192
2007-08-04,10.77,9.401193068544
2007-08-05,8.999,9.825945767424
2007-08-06,7.212,9.429509915136
2007-08-07,6.341,8.438420284416
2007-08-08,5.154,7.390696960512
2007-08-09,4.31,6.286339943424
2007-08-10,3.498,5.52178508544
2007-08-11,3.003,4.785547074048
2007-08-12,2.677,4.162576449024
2007-08-13,2.378,3.482972130816
2007-08-14,2.047,3.284754204672
2007-08-15,1.764,2.860001505792
2007-08-16,1.438,2.4550705995264
2007-08-17,1.468,2.2285358267904
2007-08-18,1.457,2.1011100171264
2007-08-19,1.463,1.9793475767808
2007-08-20,1.247,1.8575851364352
2007-08-21,1.149,2.8231896052224
2007-08-22,1.492,4.53069545472
2007-08-23,1.44,4.360794375168
2007-08-24,1.58,3.709506903552
2007-08-25,2.199,2.944952045568
2007-08-26,2.87,2.449407230208
2007-08-27,3.604,2.888318352384
2007-08-28,4.796,3.369704744448
2007-08-29,6.456,3.001585738752
2007-08-30,11.08,3.652873210368
2007-08-31,15.28,6.22970625024
2007-09-01,17.68,6.909310568448
2007-09-02,17.69,7.079211648
2007-09-03,15.92,7.92871704576
2007-09-04,13.66,8.580004517376
2007-09-05,11.2,8.608321363968
2007-09-06,9.271,8.466737131008
2007-09-07,7.762,8.07030127872
2007-09-08,6.559,6.965944261632
2007-09-09,5.579,5.80495355136
2007-09-10,4.661,4.983765000192
2007-09-11,4.239,4.417428068352
2007-09-12,3.716,4.020992216064
2007-09-13,8.773,3.992675369472
2007-09-14,20.58,4.9554481536
2007-09-15,28.99,4.728913380864
2007-09-16,30.43,4.10594275584
2007-09-17,27.81,4.445744914944
2007-09-18,23.9,6.739409488896
2007-09-19,20.43,8.410103437824
2007-09-20,17.52,8.976440369664
2007-09-21,14.99,9.004757216256
2007-09-22,13.11,8.466737131008
2007-09-23,11.97,7.305746420736
2007-09-24,11.1,6.258023096832
2007-09-25,9.984,5.635052471808
2007-09-26,9.185,5.181982926336
2007-09-27,8.715,5.040398693376
2007-09-28,7.856,4.9554481536
2007-09-29,6.76,4.615645994496
2007-09-30,6.066,4.190893295616
2007-10-01,5.617,3.851091136512
2007-10-02,5.275,3.596239517184
2007-10-03,6.249,3.482972130816
2007-10-04,7.389,3.992675369472
2007-10-05,8.032,5.09703238656
2007-10-06,8.181,5.266933466112
2007-10-07,8.193,4.67227968768
2007-10-08,7.623,4.502378608128
2007-10-09,6.83,4.615645994496
2007-10-10,5.98,4.615645994496
2007-10-11,5.262,4.445744914944
2007-10-12,4.991,4.134259602432
2007-10-13,4.616,3.851091136512
2007-10-14,4.308,3.567922670592
2007-10-15,4.135,3.25643735808
2007-10-16,3.785,3.086536278528
2007-10-17,3.63,2.916635198976
2007-10-18,3.466,2.8061994972672
2007-10-19,3.734,2.860001505792
2007-10-20,3.949,3.171486818304
2007-10-21,3.735,3.25643735808
2007-10-22,3.613,3.284754204672
2007-10-23,3.655,3.624556363776
2007-10-24,3.814,4.190893295616
2007-10-25,3.794,4.728913380864
2007-10-26,3.884,4.587329147904
2007-10-27,3.63,4.417428068352
2007-10-28,3.4,4.417428068352
2007-10-29,2.954,4.445744914944
2007-10-30,2.539,4.417428068352
2007-10-31,2.309,4.360794375168
2007-11-01,1.989,4.2475269888
2007-11-02,1.721,3.96435852288
2007-11-03,1.516,3.68119005696
2007-11-04,1.34,3.567922670592
2007-11-05,1.181,3.511288977408
2007-11-06,1.047,3.39802159104
2007-11-07,0.9129,3.313071051264
2007-11-08,0.9827,3.199803664896
2007-11-09,0.8895,3.11485312512
2007-11-10,0.8329,3.058219431936
2007-11-11,0.7756,3.029902585344
2007-11-12,0.7807,3.058219431936
2007-11-13,0.7777,3.143169971712
2007-11-14,0.6459,3.199803664896
2007-11-15,0.5748,3.171486818304
2007-11-16,0.5099,3.199803664896
2007-11-17,0.4656,3.25643735808
2007-11-18,0.495,3.284754204672
2007-11-19,0.4798,3.284754204672
2007-11-20,0.4988,3.284754204672
2007-11-21,0.4706,3.284754204672
2007-11-22,0.3916,3.39802159104
2007-11-23,0.3671,3.596239517184
2007-11-24,0.3603,3.879407983104
2007-11-25,0.348,4.10594275584
2007-11-26,0.4107,4.219210142208
2007-11-27,0.4826,4.417428068352
2007-11-28,0.4649,4.559012301312
2007-11-29,0.6059,4.700596534272
2007-11-30,0.7638,4.927131307008
2007-12-01,0.7999,5.323567159296
2007-12-02,0.8361,5.606735625216
2007-12-03,0.8424,5.720003011584
2007-12-04,0.8324,5.720003011584
2007-12-05,0.8333,5.6633693184
2007-12-06,0.7902,5.635052471808
2007-12-07,0.6475,5.635052471808
2007-12-08,0.6147,5.720003011584
2007-12-09,0.4823,5.776636704768
2007-12-10,0.4441,5.720003011584
2007-12-11,0.3379,5.720003011584
2007-12-12,0.2577,5.720003011584
2007-12-13,0.1472,5.80495355136
2007-12-14,0.1187,5.918220937728
2007-12-15,0.07703,6.342973636608
2007-12-16,0.03581,9.06139090944
2007-12-17,0.015,12.516046193664
2007-12-18,0.01404,13.705353750528
2007-12-19,115.7,14.498225455104
2007-12-20,137.2,15.43268139264
2007-12-21,107.1,17.244959574528
2007-12-22,77.3,21.464169716736
2007-12-23,56.36,27.637242273792
2007-12-24,52.25,32.5643735808
2007-12-25,48.45,34.54655284224
2007-12-26,43.8,33.41387897856
2007-12-27,39.87,34.54655284224
2007-12-28,35.9,33.69704744448
2007-12-29,38.23,30.58219431936
2007-12-30,43.46,30.58219431936
2007-12-31,45.53,35.39605824
2008-01-01,44.44,44.74061761536
2008-01-02,41.65,53.8020085248
2008-01-03,39.04,62.2970625024
2008-01-04,37.12,67.9604318208
2008-01-05,36.05,68.80993721856
2008-01-06,35.25,69.65944261632
2008-01-07,35.64,71.92479034368
2008-01-08,36.53,68.52676875264
2008-01-09,38.49,58.89904091136
2008-01-10,40.79,49.83765000192
2008-01-11,49.77,42.19210142208
2008-01-12,55.84,36.8119005696
2008-01-13,57.32,34.54655284224
2008-01-14,57.33,34.82972130816
2008-01-15,55.71,35.39605824
2008-01-16,62.56,35.96239517184
2008-01-17,69.95,38.2277428992
2008-01-18,74.57,40.49309062656
2008-01-19,94.9,46.7227968768
2008-01-20,103.7,58.61587244544
2008-01-21,103.3,73.90696960512
2008-01-22,99.57,88.91489829888
2008-01-23,96.19,100.24163693568
2008-01-24,93.3,111.56837557248
2008-01-25,91.09,113.83372329984
2008-01-26,90,104.48916392448
2008-01-27,88.59,92.029751424
2008-01-28,86.34,80.7030127872
2008-01-29,83.07,70.79211648
2008-01-30,80.47,62.01389403648
2008-01-31,77.86,54.93468238848
2008-02-01,84.85,49.27131307008
2008-02-02,87.76,44.74061761536
2008-02-03,86.96,41.34259602432
2008-02-04,82.55,39.36041676288
2008-02-05,76.86,37.94457443328
2008-02-06,74.45,38.2277428992
2008-02-07,73.05,40.77625909248
2008-02-08,70.7,41.90893295616
2008-02-09,67.41,43.8911122176
2008-02-10,63.73,46.15645994496
2008-02-11,61.45,48.1386392064
2008-02-12,60.58,49.554481536
2008-02-13,58.61,49.83765000192
2008-02-14,57.29,47.85547074048
2008-02-15,55.26,45.3069545472
2008-02-16,52.49,42.475269888
2008-02-17,56.2,39.07724829696
2008-02-18,64.16,40.20992216064
2008-02-19,68.59,42.475269888
2008-02-20,68.22,48.1386392064
2008-02-21,66.95,60.8812201728
2008-02-22,84.28,79.57033892352
2008-02-23,94.69,104.7723323904
2008-02-24,98.27,116.66540795904
2008-02-25,97.42,119.21392415232
2008-02-26,104.7,122.04560881152
2008-02-27,107.4,133.65551591424
2008-02-28,105.9,142.15056989184
2008-02-29,99.13,141.30106449408
2008-03-01,89.99,135.9208636416
2008-03-02,82.92,128.27531506176
2008-03-03,76.87,118.9307556864
2008-03-04,81.48,109.0198593792
2008-03-05,83.47,101.09114233344
2008-03-06,81.36,93.4455937536
2008-03-07,94.27,89.48123523072
2008-03-08,102,90.33074062848
2008-03-09,104.3,96.56044687872
2008-03-10,101.7,105.90500625408
2008-03-11,97.18,123.1782826752
2008-03-12,89.55,148.38027614208
2008-03-13,81.84,144.69908608512
2008-03-14,76.06,126.29313580032
2008-03-15,72.48,111.28520710656
2008-03-16,70.29,102.22381619712
2008-03-17,67.45,89.76440369664
2008-03-18,64.56,82.40202358272
2008-03-19,64.21,77.30499119616
2008-03-20,63.61,77.871328128
2008-03-21,61.56,77.02182273024
2008-03-22,58.01,74.19013807104
2008-03-23,55.12,69.65944261632
2008-03-24,52.97,66.26142102528
2008-03-25,51.8,64.84557869568
2008-03-26,49.83,61.44755710464
2008-03-27,46.65,56.91686164992
2008-03-28,43.69,52.10299772928
2008-03-29,53.65,47.85547074048
2008-03-30,60.4,48.42180767232
2008-03-31,60.58,54.36834545664
2008-04-01,56.16,62.01389403648
2008-04-02,50.28,66.5445894912
2008-04-03,47.05,71.35845341184
2008-04-04,47.75,75.88914886656
2008-04-05,65.49,77.02182273024
2008-04-06,78.25,74.75647500288
2008-04-07,84.11,70.50894801408
2008-04-08,84.4,75.88914886656
2008-04-09,82.4,92.31291988992
2008-04-10,77.78,100.24163693568
2008-04-11,68.99,95.14460454912
2008-04-12,63.9,86.08321363968
2008-04-13,58.59,79.2871704576
2008-04-14,57.39,75.0396434688
2008-04-15,54.35,71.07528494592
2008-04-16,51.56,66.26142102528
2008-04-17,47.18,59.18220937728
2008-04-18,43.31,50.68715539968
2008-04-19,40.39,42.475269888
2008-04-20,38.16,36.24556363776
2008-04-21,34.88,31.99803664896
2008-04-22,33.22,28.60001505792
2008-04-23,31.48,25.796647245312
2008-04-24,29.95,23.389715284992
2008-04-25,28.7,21.181001250816
2008-04-26,27.53,19.850109460992
2008-04-27,29.43,20.586347472384
2008-04-28,30.61,24.35248806912
2008-04-29,29.17,26.75942002944
2008-04-30,27.29,26.75942002944
2008-05-01,23.46,26.47625156352
2008-05-02,19.87,24.805557614592
2008-05-03,17.21,22.455259347456
2008-05-04,14.95,19.793475767808
2008-05-05,12.93,17.669712273408
2008-05-06,11.69,16.395454176768
2008-05-07,11.01,15.404364546048
2008-05-08,9.833,14.30000752896
2008-05-09,9.231,13.139016818688
2008-05-10,9.41,12.346145114112
2008-05-11,11.65,12.0346598016
2008-05-12,13.08,12.855848352768
2008-05-13,13.56,14.158423296
2008-05-14,13.58,14.526542301696
2008-05-15,12.27,14.72476022784
2008-05-16,10.75,15.43268139264
2008-05-17,8.966,16.14060255744
2008-05-18,7.947,17.13169218816
2008-05-19,6.442,18.4059502848
2008-05-20,6.678,17.046741648384
2008-05-21,6.905,15.206146619904
2008-05-22,6.903,15.630899318784
2008-05-23,8.514,15.489315085824
2008-05-24,9.737,14.951295000576
2008-05-25,9.914,14.72476022784
2008-05-26,9.746,14.356641222144
2008-05-27,8.482,13.705353750528
2008-05-28,8.016,13.110699972096
2008-05-29,7.233,12.544363040256
2008-05-30,6.648,11.779808182272
2008-05-31,5.685,11.383372329984
2008-06-01,4.897,11.015253324288
2008-06-02,4.05,10.250698466304
2008-06-03,3.552,9.401193068544
2008-06-04,2.954,8.63663821056
2008-06-05,2.272,7.985350738944
2008-06-06,1.855,7.305746420736
2008-06-07,1.447,6.456241022976
2008-06-08,1.151,5.635052471808
2008-06-09,0.8651,4.983765000192
2008-06-10,0.5724,4.67227968768
2008-06-11,0.4517,4.38911122176
2008-06-12,0.3315,4.190893295616
2008-06-13,0.2968,3.992675369472
2008-06-14,0.3255,3.766140596736
2008-06-15,0.6614,3.737823750144
2008-06-16,0.832,3.68119005696
2008-06-17,0.9762,3.624556363776
2008-06-18,1.006,3.539605824
2008-06-19,1.022,3.369704744448
2008-06-20,0.943,3.228120511488
2008-06-21,0.9647,3.11485312512
2008-06-22,0.9224,3.25643735808
2008-06-23,0.7688,3.39802159104
2008-06-24,0.683,3.25643735808
2008-06-25,0.4853,3.199803664896
2008-06-26,0.4492,3.058219431936
2008-06-27,0.3458,3.058219431936
2008-06-28,0.2902,2.97326889216
2008-06-29,0.2265,2.944952045568
2008-06-30,0.203,2.97326889216
2008-07-01,0.1436,2.860001505792
2008-07-02,0.1207,2.8061994972672
2008-07-03,0.116,2.7523974887424
2008-07-04,0.129,2.6957637955584
2008-07-05,0.1589,2.6957637955584
2008-07-06,0.4725,2.6872687415808
2008-07-07,0.9796,2.7637242273792
2008-07-08,1.463,3.11485312512
2008-07-09,1.928,3.567922670592
2008-07-10,3.09,3.454655284224
2008-07-11,4.645,3.709506903552
2008-07-12,5.685,4.10594275584
2008-07-13,5.933,4.049309062656
2008-07-14,6.386,4.219210142208
2008-07-15,6.231,4.360794375168
2008-07-16,5.572,4.502378608128
2008-07-17,4.486,4.615645994496
2008-07-18,3.707,4.757230227456
2008-07-19,3.177,4.643962841088
2008-07-20,2.3,4.304160681984
2008-07-21,1.611,3.879407983104
2008-07-22,1.436,3.567922670592
2008-07-23,1.437,3.313071051264
2008-07-24,1.501,3.086536278528
2008-07-25,1.518,2.97326889216
2008-07-26,1.581,2.916635198976
2008-07-27,1.674,3.001585738752
2008-07-28,1.663,3.851091136512
2008-07-29,1.803,4.2475269888
2008-07-30,1.849,4.077625909248
2008-07-31,1.955,3.936041676288
2008-08-01,2.114,3.992675369472
2008-08-02,1.984,4.10594275584
2008-08-03,1.885,3.96435852288
2008-08-04,1.734,3.907724829696
2008-08-05,1.455,4.049309062656
2008-08-06,1.066,3.992675369472
2008-08-07,0.7028,3.879407983104
2008-08-08,0.4806,3.82277428992
2008-08-09,0.3365,3.539605824
2008-08-10,0.1688,3.284754204672
2008-08-11,0.0523,3.058219431936
2008-08-12,0.0221,2.916635198976
2008-08-13,2.706,3.086536278528
2008-08-14,7.923,3.284754204672
2008-08-15,11.47,3.228120511488
2008-08-16,12.17,3.511288977408
2008-08-17,11.23,4.728913380864
2008-08-18,9.375,5.918220937728
2008-08-19,7.286,6.739409488896
2008-08-20,5.738,6.880993721856
2008-08-21,4.396,6.258023096832
2008-08-22,3.86,5.606735625216
2008-08-23,3.632,5.266933466112
2008-08-24,3.648,5.040398693376
2008-08-25,4.124,5.323567159296
2008-08-26,4.977,5.6633693184
2008-08-27,5.687,6.314656790016
2008-08-28,5.932,7.673865426432
2008-08-29,5.639,8.466737131008
2008-08-30,5.568,8.551687670784
2008-08-31,5.231,8.466737131008
2008-09-01,4.894,8.296836051456
2008-09-02,4.629,7.872083352576
2008-09-03,4.002,7.475647500288
2008-09-04,3.362,7.277429574144
2008-09-05,2.924,6.909310568448
2008-09-06,2.343,6.201389403648
2008-09-07,1.91,5.465151392256
2008-09-08,1.59,4.842180767232
2008-09-09,1.651,4.445744914944
2008-09-10,3.411,4.275843835392
2008-09-11,6.502,4.049309062656
2008-09-12,9.805,3.879407983104
2008-09-13,11.23,3.907724829696
2008-09-14,10.8,4.219210142208
2008-09-15,9.793,4.474061761536
2008-09-16,8.173,5.040398693376
2008-09-17,6.621,6.144755710464
2008-09-18,5.675,6.739409488896
2008-09-19,4.62,6.342973636608
2008-09-20,3.788,5.52178508544
2008-09-21,3.36,4.870497613824
2008-09-22,2.961,4.559012301312
2008-09-23,2.425,4.219210142208
2008-09-24,2.03,3.96435852288
2008-09-25,1.725,3.879407983104
2008-09-26,1.625,3.794457443328
2008-09-27,1.563,3.68119005696
2008-09-28,1.486,3.539605824
2008-09-29,1.505,3.39802159104
2008-09-30,1.228,3.25643735808
2008-10-01,1.071,3.086536278528
2008-10-02,0.9255,2.97326889216
2008-10-03,0.8933,2.944952045568
2008-10-04,0.8895,2.944952045568
2008-10-05,0.7774,2.888318352384
2008-10-06,0.6947,2.888318352384
2008-10-07,0.4952,2.916635198976
2008-10-08,2.098,3.11485312512
2008-10-09,4.55,3.737823750144
2008-10-10,6.697,3.851091136512
2008-10-11,7.958,3.313071051264
2008-10-12,8.154,3.086536278528
2008-10-13,7.197,3.511288977408
2008-10-14,6.172,4.842180767232
2008-10-15,5.036,5.918220937728
2008-10-16,4.047,6.144755710464
2008-10-17,3.69,5.720003011584
2008-10-18,3.561,5.465151392256
2008-10-19,3.335,4.9554481536
2008-10-20,3.072,4.559012301312
2008-10-21,2.965,4.304160681984
2008-10-22,2.501,4.134259602432
2008-10-23,2.105,4.134259602432
2008-10-24,7.29,4.757230227456
2008-10-25,13.56,6.116438863872
2008-10-26,17.46,6.626142102528
2008-10-27,17.9,6.003171477504
2008-10-28,16.1,6.342973636608
2008-10-29,14.15,7.277429574144
2008-10-30,12.01,7.900400199168
2008-10-31,10.28,7.900400199168
2008-11-01,9.048,7.815449659392
2008-11-02,7.804,7.249112727552
2008-11-03,6.588,6.173072557056
2008-11-04,5.977,5.436834545664
2008-11-05,5.449,5.153666079744
2008-11-06,4.768,5.012081846784
2008-11-07,4.209,4.9554481536
2008-11-08,3.674,4.983765000192
2008-11-09,3.209,5.012081846784
2008-11-10,3.042,5.012081846784
2008-11-11,2.755,5.266933466112
2008-11-12,2.498,5.578418778624
2008-11-13,3.041,5.606735625216
2008-11-14,11.12,5.889904091136
2008-11-15,20.16,6.314656790016
2008-11-16,23.96,6.880993721856
2008-11-17,23.38,7.22079588096
2008-11-18,20.9,8.35346974464
2008-11-19,17.68,9.599410994688
2008-11-20,15.14,10.703768011776
2008-11-21,12.79,11.75149133568
2008-11-22,11.13,12.629313580032
2008-11-23,10.01,13.73367059712
2008-11-24,8.778,14.781393921024
2008-11-25,7.639,14.8663444608
2008-11-26,6.915,13.252284205056
2008-11-27,6.295,11.3267386368
2008-11-28,5.651,10.137431079936
2008-11-29,14.03,9.939213153792
2008-11-30,36.47,12.402778807296
2008-12-01,48.87,16.56535525632
2008-12-02,48.34,19.340406222336
2008-12-03,42.23,22.823378353152
2008-12-04,35.54,25.853280938496
2008-12-05,30.04,28.316846592
2008-12-06,25.78,32.5643735808
2008-12-07,22.9,36.24556363776
2008-12-08,20.73,38.79407983104
2008-12-09,19.33,39.92675369472
2008-12-10,57.9,40.49309062656
2008-12-11,120,43.32477528576
2008-12-12,124.8,48.1386392064
2008-12-13,105.3,56.35052471808
2008-12-14,85.37,67.9604318208
2008-12-15,72.91,78.15449659392
2008-12-16,67.74,101.09114233344
2008-12-17,66.87,119.49709261824
2008-12-18,69.46,122.89511420928
2008-12-19,73.42,136.20403210752
2008-12-20,77.8,169.05157415424
2008-12-21,80.75,162.53869943808
2008-12-22,83.6,136.77036903936
2008-12-23,85.23,113.55055483392
2008-12-24,85.87,94.57826761728
2008-12-25,85.92,77.30499119616
2008-12-26,86.59,61.73072557056
2008-12-27,85.34,51.81982926336
2008-12-28,83.55,43.32477528576
2008-12-29,81.75,38.2277428992
2008-12-30,79.86,35.67922670592
2008-12-31,77.95,33.69704744448
2009-01-01,76.58,32.28120511488
2009-01-02,76.39,30.86536278528
2009-01-03,75.74,29.44952045568
2009-01-04,74.71,28.260212898816
2009-01-05,72.66,27.297440114688
2009-01-06,69.29,26.278033637376
2009-01-07,68.87,25.513478779392
2009-01-08,67.11,25.003775540736
2009-01-09,67.07,25.173676620288
2009-01-10,64.82,25.853280938496
2009-01-11,63.33,26.731103182848
2009-01-12,62.5,27.46734119424
2009-01-13,60.41,27.722192813568
2009-01-14,58.31,27.382390654464
2009-01-15,55.44,26.731103182848
2009-01-16,53.65,26.1930830976
2009-01-17,51.78,25.711696705536
2009-01-18,52.04,25.315260853248
2009-01-19,50.96,25.145359773696
2009-01-20,48.28,25.400211393024
2009-01-21,45.81,25.853280938496
2009-01-22,44.06,26.023182018048
2009-01-23,41.91,25.824964091904
2009-01-24,41.66,25.371894546432
2009-01-25,41.15,24.579022841856
2009-01-26,39.6,23.64456690432
2009-01-27,37.32,23.07822997248
2009-01-28,34.99,22.880012046336
2009-01-29,33.73,22.823378353152
2009-01-30,31.71,22.398625654272
2009-01-31,30.4,21.690704489472
2009-02-01,28.54,21.09605071104
2009-02-02,26.89,21.152684404224
2009-02-03,24.91,21.322585483776
2009-02-04,23.55,20.756248551936
2009-02-05,23.3,20.048327387136
2009-02-06,22.52,19.453673608704
2009-02-07,20.97,18.915653523456
2009-02-08,19.63,18.236049205248
2009-02-09,18.87,17.41486065408
2009-02-10,17.36,16.735256335872
2009-02-11,15.21,16.367137330176
2009-02-12,13.05,16.027335171072
2009-02-13,11.7,15.744166705152
2009-02-14,11.6,15.545948779008
2009-02-15,12.16,15.43268139264
2009-02-16,12.03,15.262780313088
2009-02-17,12,15.121196080128
2009-02-18,13.51,15.00792869376
2009-02-19,14.16,24.465755455488
2009-02-20,14.04,31.1485312512
2009-02-21,13.26,32.28120511488
2009-02-22,11.89,30.01585738752
2009-02-23,10.7,28.146945512448
2009-02-24,9.644,28.146945512448
2009-02-25,8.71,26.532885256704
2009-02-26,7.911,24.49407230208
2009-02-27,7.241,23.899418523648
2009-02-28,14.21,24.890508154368
2009-03-01,30.63,29.7326889216
2009-03-02,42.74,35.96239517184
2009-03-03,46.1,40.20992216064
2009-03-04,44.75,43.8911122176
2009-03-05,41.6,47.00596534272
2009-03-06,38.2,51.25349233152
2009-03-07,34.33,55.2178508544
2009-03-08,30.33,59.74854630912
2009-03-09,26.68,76.73865426432
2009-03-10,23.87,116.66540795904
2009-03-11,21.06,129.40798892544
2009-03-12,18.52,113.83372329984
2009-03-13,17.39,93.4455937536
2009-03-14,17.46,72.49112727552
2009-03-15,19.49,55.50101932032
2009-03-16,31.85,47.85547074048
2009-03-17,40.32,47.85547074048
2009-03-18,43.44,49.83765000192
2009-03-19,41.79,51.53666079744
2009-03-20,37.45,52.10299772928
2009-03-21,32.88,54.36834545664
2009-03-22,29.31,56.633693184
2009-03-23,26.67,56.06735625216
2009-03-24,24.28,54.65151392256
2009-03-25,22.31,54.08517699072
2009-03-26,20.72,54.36834545664
2009-03-27,20.03,53.51884005888
2009-03-28,46.7,51.25349233152
2009-03-29,64.75,49.27131307008
2009-03-30,71.01,45.3069545472
2009-03-31,73.36,44.45744914944
2009-04-01,79.86,48.70497613824
